Member_number,Date,productId,items,order_id,productName,price,Category,Total_Cost,Month
3855,2015-03-09,1,1,10651,tropical fruit,7.8,Fresh Food,7.8,2015-03
4392,2015-11-28,29,2,12697,ham,15.2,Fresh Food,30.4,2015-11
3330,2015-07-26,21,1,8683,hamburger meat,12.3,Fresh Food,12.3,2015-07
1723,2015-09-02,18,3,2636,yogurt,2.2,Dairy,6.6000000000000005,2015-09
4110,2015-03-30,38,1,11564,soda,0.8,Beverages,0.8,2015-03
2600,2015-01-28,18,1,5964,yogurt,2.2,Dairy,2.2,2015-01
2946,2015-10-07,38,1,7252,soda,0.8,Beverages,0.8,2015-10
2426,2015-09-08,17,3,5303,bottled water,0.5,Beverages,1.5,2015-09
4170,2015-05-03,19,3,11807,sausage,3.1,Fresh Food,9.3,2015-05
1109,2015-04-06,7,1,394,citrus fruit,1.5,Fresh Food,1.5,2015-04
3429,2015-01-04,71,1,9010,shopping bags,5.12,Household & Hygiene,5.12,2015-01
2055,2015-02-04,44,2,3939,newspapers,3.2,Specialty & Seasonal,6.4,2015-02
2480,2015-09-20,9,1,5515,frankfurter,5.5,Fresh Food,5.5,2015-09
2441,2015-05-30,19,2,5371,sausage,3.1,Fresh Food,6.2,2015-05
1054,2015-10-04,9,1,206,frankfurter,5.5,Fresh Food,5.5,2015-10
4818,2015-01-11,72,2,14316,salt,0.7,Pantry Staples,1.4,2015-01
3379,2015-01-21,73,3,8839,oil,3.4,Pantry Staples,10.2,2015-01
3939,2015-02-10,45,1,10964,curd,9.8,Dairy,9.8,2015-02
1367,2015-08-05,4,1,1340,other vegetables,0.8,Fresh Food,0.8,2015-08
1043,2015-01-10,7,1,159,citrus fruit,1.5,Fresh Food,1.5,2015-01
2231,2015-10-17,9,1,4582,frankfurter,5.5,Fresh Food,5.5,2015-10
3235,2015-12-28,22,2,8325,root vegetables,1.8,Fresh Food,3.6,2015-12
4554,2015-07-16,1,1,13289,tropical fruit,7.8,Fresh Food,7.8,2015-07
3245,2015-01-24,8,3,8349,beef,19.5,Fresh Food,58.5,2015-01
2996,2015-05-19,26,3,7438,berries,10.8,Fresh Food,32.400000000000006,2015-05
2507,2015-01-05,25,1,5594,canned beer,1.1,Beverages,1.1,2015-01
4186,2015-10-25,74,3,11861,whipped/sour cream,5.5,Dairy,16.5,2015-10
3929,2015-04-28,22,1,10929,root vegetables,1.8,Fresh Food,1.8,2015-04
3760,2015-11-22,2,1,10288,whole milk,1.8,Dairy,1.8,2015-11
4928,2015-08-18,8,3,14706,beef,19.5,Fresh Food,58.5,2015-08
4217,2015-12-18,75,1,11995,frozen vegetables,2.5,Frozen & Processed Food,2.5,2015-12
1174,2015-02-11,5,3,643,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-02
4103,2015-06-19,2,2,11527,whole milk,1.8,Dairy,3.6,2015-06
4408,2015-03-13,2,1,12750,whole milk,1.8,Dairy,1.8,2015-03
2588,2015-12-28,7,2,5917,citrus fruit,1.5,Fresh Food,3.0,2015-12
2598,2015-11-11,24,3,5957,pastry,3.1,Bakery & Sweets,9.3,2015-11
1518,2015-12-11,9,2,1910,frankfurter,5.5,Fresh Food,11.0,2015-12
2702,2015-04-08,1,2,6344,tropical fruit,7.8,Fresh Food,15.6,2015-04
1001,2015-01-20,9,3,8,frankfurter,5.5,Fresh Food,16.5,2015-01
2270,2015-09-30,26,2,4731,berries,10.8,Fresh Food,21.6,2015-09
2838,2015-11-10,5,2,6866,rolls/buns,1.2,Bakery & Sweets,2.4,2015-11
1683,2015-05-26,22,3,2504,root vegetables,1.8,Fresh Food,5.4,2015-05
4040,2015-04-03,18,2,11311,yogurt,2.2,Dairy,4.4,2015-04
3897,2015-08-23,4,3,10798,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-08
2200,2015-03-11,26,2,4471,berries,10.8,Fresh Food,21.6,2015-03
4073,2015-01-29,26,3,11407,berries,10.8,Fresh Food,32.400000000000006,2015-01
3700,2015-04-19,4,3,10063,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-04
3973,2015-06-10,5,2,11094,rolls/buns,1.2,Bakery & Sweets,2.4,2015-06
2715,2015-07-06,29,2,6397,ham,15.2,Fresh Food,30.4,2015-07
3967,2015-11-23,2,2,11074,whole milk,1.8,Dairy,3.6,2015-11
4002,2015-09-03,1,1,11180,tropical fruit,7.8,Fresh Food,7.8,2015-09
2962,2015-03-01,17,1,7321,bottled water,0.5,Beverages,0.5,2015-03
4340,2015-12-25,16,1,12510,butter milk,6.1,Dairy,6.1,2015-12
2092,2015-11-06,44,3,4091,newspapers,3.2,Specialty & Seasonal,9.600000000000001,2015-11
3143,2015-05-24,27,2,7998,coffee,8.5,Beverages,17.0,2015-05
2209,2015-10-03,50,3,4503,bottled beer,1.8,Beverages,5.4,2015-10
2816,2015-08-22,66,1,6799,onions,1.3,Fresh Food,1.3,2015-08
2659,2015-06-01,21,2,6179,hamburger meat,12.3,Fresh Food,24.6,2015-06
1588,2015-10-13,19,3,2147,sausage,3.1,Fresh Food,9.3,2015-10
1144,2015-10-15,59,2,531,hard cheese,4.5,Dairy,9.0,2015-10
2166,2015-12-10,19,3,4351,sausage,3.1,Fresh Food,9.3,2015-12
3300,2015-10-06,21,2,8566,hamburger meat,12.3,Fresh Food,24.6,2015-10
3944,2015-01-03,66,1,10977,onions,1.3,Fresh Food,1.3,2015-01
4979,2015-04-24,27,1,14899,coffee,8.5,Beverages,8.5,2015-04
2630,2015-01-21,71,2,6077,shopping bags,5.12,Household & Hygiene,10.24,2015-01
4240,2015-04-29,18,3,12084,yogurt,2.2,Dairy,6.6000000000000005,2015-04
2357,2015-07-08,38,1,5059,soda,0.8,Beverages,0.8,2015-07
1743,2015-04-18,76,1,2722,sliced cheese,4.2,Dairy,4.2,2015-04
2331,2015-02-15,19,1,4953,sausage,3.1,Fresh Food,3.1,2015-02
1643,2015-04-28,18,2,2357,yogurt,2.2,Dairy,4.4,2015-04
1291,2015-03-20,69,2,1063,domestic eggs,1.25,Fresh Food,2.5,2015-03
3675,2015-07-04,2,3,9963,whole milk,1.8,Dairy,5.4,2015-07
4134,2015-11-06,57,3,11666,meat,8.5,Fresh Food,25.5,2015-11
1363,2015-06-21,77,3,1321,dish cleaner,2.5,Household & Hygiene,7.5,2015-06
4212,2015-05-01,4,2,11967,other vegetables,0.8,Fresh Food,1.6,2015-05
1500,2015-03-21,2,2,1841,whole milk,1.8,Dairy,3.6,2015-03
2622,2015-10-01,4,3,6049,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-10
3543,2015-03-18,1,3,9455,tropical fruit,7.8,Fresh Food,23.4,2015-03
2525,2015-05-24,78,2,5682,baking powder,1.8,Pantry Staples,3.6,2015-05
1264,2015-10-12,15,3,952,specialty bar,5.2,Bakery & Sweets,15.600000000000001,2015-10
3601,2015-07-06,58,1,9703,ice cream,1.8,Frozen & Processed Food,1.8,2015-07
1771,2015-03-23,9,2,2834,frankfurter,5.5,Fresh Food,11.0,2015-03
4694,2015-02-06,25,3,13844,canned beer,1.1,Beverages,3.3000000000000003,2015-02
1122,2015-12-21,17,2,446,bottled water,0.5,Beverages,1.0,2015-12
3507,2015-08-12,4,1,9315,other vegetables,0.8,Fresh Food,0.8,2015-08
4524,2015-04-26,7,2,13172,citrus fruit,1.5,Fresh Food,3.0,2015-04
3612,2015-09-27,19,2,9738,sausage,3.1,Fresh Food,6.2,2015-09
3262,2015-06-11,69,2,8427,domestic eggs,1.25,Fresh Food,2.5,2015-06
1897,2015-01-25,23,2,3340,pork,7.2,Fresh Food,14.4,2015-01
1656,2015-10-30,79,1,2419,specialty cheese,12.14,Dairy,12.14,2015-10
3953,2015-01-10,23,2,11008,pork,7.2,Fresh Food,14.4,2015-01
1488,2015-06-21,8,2,1788,beef,19.5,Fresh Food,39.0,2015-06
1652,2015-03-17,4,3,2396,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-03
4953,2015-09-16,10,2,14814,chicken,7.2,Fresh Food,14.4,2015-09
3445,2015-04-30,38,3,9064,soda,0.8,Beverages,2.4000000000000004,2015-04
3180,2015-03-15,2,1,8122,whole milk,1.8,Dairy,1.8,2015-03
4934,2015-09-06,5,1,14734,rolls/buns,1.2,Bakery & Sweets,1.2,2015-09
2980,2015-04-27,50,1,7380,bottled beer,1.8,Beverages,1.8,2015-04
2763,2015-02-13,22,1,6585,root vegetables,1.8,Fresh Food,1.8,2015-02
4819,2015-03-04,24,3,14320,pastry,3.1,Bakery & Sweets,9.3,2015-03
3169,2015-07-02,26,2,8086,berries,10.8,Fresh Food,21.6,2015-07
1850,2015-03-11,7,1,3150,citrus fruit,1.5,Fresh Food,1.5,2015-03
4285,2015-12-29,2,2,12261,whole milk,1.8,Dairy,3.6,2015-12
4366,2015-08-13,38,3,12597,soda,0.8,Beverages,2.4000000000000004,2015-08
2253,2015-06-16,17,3,4669,bottled water,0.5,Beverages,1.5,2015-06
3398,2015-03-11,1,3,8903,tropical fruit,7.8,Fresh Food,23.4,2015-03
2215,2015-07-22,80,1,4525,salty snack,0.5,Snacks,0.5,2015-07
3737,2015-03-03,17,2,10194,bottled water,0.5,Beverages,1.0,2015-03
2649,2015-11-28,14,2,6145,chocolate,11.5,Bakery & Sweets,23.0,2015-11
3203,2015-08-07,7,2,8209,citrus fruit,1.5,Fresh Food,3.0,2015-08
4261,2015-02-16,17,3,12165,bottled water,0.5,Beverages,1.5,2015-02
2435,2015-07-17,66,1,5341,onions,1.3,Fresh Food,1.3,2015-07
2046,2015-08-21,51,3,3904,dessert,1.15,Bakery & Sweets,3.4499999999999997,2015-08
4267,2015-02-11,8,3,12188,beef,19.5,Fresh Food,58.5,2015-02
1086,2015-12-28,5,2,307,rolls/buns,1.2,Bakery & Sweets,2.4,2015-12
1992,2015-01-04,8,3,3687,beef,19.5,Fresh Food,58.5,2015-01
3622,2015-07-26,38,2,9780,soda,0.8,Beverages,1.6,2015-07
4700,2015-06-27,27,1,13879,coffee,8.5,Beverages,8.5,2015-06
2272,2015-05-16,5,2,4747,rolls/buns,1.2,Bakery & Sweets,2.4,2015-05
1663,2015-05-19,23,1,2448,pork,7.2,Fresh Food,7.2,2015-05
2519,2015-06-03,38,2,5655,soda,0.8,Beverages,1.6,2015-06
2639,2015-10-30,19,3,6107,sausage,3.1,Fresh Food,9.3,2015-10
1466,2015-04-19,8,3,1698,beef,19.5,Fresh Food,58.5,2015-04
4122,2015-10-23,2,1,11613,whole milk,1.8,Dairy,1.8,2015-10
3598,2015-04-15,23,1,9689,pork,7.2,Fresh Food,7.2,2015-04
3097,2015-08-10,26,1,7815,berries,10.8,Fresh Food,10.8,2015-08
1873,2015-09-19,19,2,3238,sausage,3.1,Fresh Food,6.2,2015-09
1537,2015-02-01,17,2,1971,bottled water,0.5,Beverages,1.0,2015-02
3960,2015-03-25,1,1,11039,tropical fruit,7.8,Fresh Food,7.8,2015-03
1136,2015-06-15,37,3,498,herbs,6.5,Fresh Food,19.5,2015-06
2453,2015-12-21,18,2,5424,yogurt,2.2,Dairy,4.4,2015-12
1746,2015-02-15,81,2,2729,Instant food products,0.6,Frozen & Processed Food,1.2,2015-02
3572,2015-06-09,53,2,9570,specialty chocolate,18.8,Bakery & Sweets,37.6,2015-06
3246,2015-06-24,27,1,8360,coffee,8.5,Beverages,8.5,2015-06
3207,2015-11-26,50,1,8229,bottled beer,1.8,Beverages,1.8,2015-11
1042,2015-02-12,8,1,154,beef,19.5,Fresh Food,19.5,2015-02
1176,2015-03-30,2,1,653,whole milk,1.8,Dairy,1.8,2015-03
3054,2015-02-23,9,1,7657,frankfurter,5.5,Fresh Food,5.5,2015-02
4486,2015-12-02,9,3,13027,frankfurter,5.5,Fresh Food,16.5,2015-12
1580,2015-12-05,4,3,2116,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-12
1623,2015-11-02,9,1,2292,frankfurter,5.5,Fresh Food,5.5,2015-11
4169,2015-11-24,2,2,11804,whole milk,1.8,Dairy,3.6,2015-11
2254,2015-01-24,9,1,4675,frankfurter,5.5,Fresh Food,5.5,2015-01
4095,2015-11-01,4,3,11494,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-11
1264,2015-11-17,17,3,953,bottled water,0.5,Beverages,1.5,2015-11
3375,2015-01-06,23,2,8830,pork,7.2,Fresh Food,14.4,2015-01
3242,2015-05-23,17,3,8344,bottled water,0.5,Beverages,1.5,2015-05
2227,2015-06-07,4,1,4562,other vegetables,0.8,Fresh Food,0.8,2015-06
3847,2015-12-03,21,2,10621,hamburger meat,12.3,Fresh Food,24.6,2015-12
3897,2015-05-31,21,1,10797,hamburger meat,12.3,Fresh Food,12.3,2015-05
1799,2015-09-27,71,1,2960,shopping bags,5.12,Household & Hygiene,5.12,2015-09
2920,2015-04-26,2,2,7154,whole milk,1.8,Dairy,3.6,2015-04
3713,2015-01-31,58,1,10103,ice cream,1.8,Frozen & Processed Food,1.8,2015-01
4230,2015-11-05,24,3,12050,pastry,3.1,Bakery & Sweets,9.3,2015-11
1455,2015-03-18,29,1,1654,ham,15.2,Fresh Food,15.2,2015-03
3687,2015-03-18,9,2,10015,frankfurter,5.5,Fresh Food,11.0,2015-03
3869,2015-08-01,19,2,10705,sausage,3.1,Fresh Food,6.2,2015-08
2988,2015-10-14,50,2,7404,bottled beer,1.8,Beverages,3.6,2015-10
4242,2015-03-30,17,1,12092,bottled water,0.5,Beverages,0.5,2015-03
4118,2015-12-24,57,2,11594,meat,8.5,Fresh Food,17.0,2015-12
4996,2015-10-24,51,2,14950,dessert,1.15,Bakery & Sweets,2.3,2015-10
4489,2015-03-04,4,1,13039,other vegetables,0.8,Fresh Food,0.8,2015-03
1199,2015-11-09,49,3,727,beverages,1.1,Beverages,3.3000000000000003,2015-11
4108,2015-05-12,29,1,11551,ham,15.2,Fresh Food,15.2,2015-05
3484,2015-06-05,15,2,9217,specialty bar,5.2,Bakery & Sweets,10.4,2015-06
1239,2015-08-31,20,2,876,brown bread,0.8,Bakery & Sweets,1.6,2015-08
4839,2015-12-19,2,1,14410,whole milk,1.8,Dairy,1.8,2015-12
4748,2015-05-07,5,3,14060,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-05
4426,2015-06-06,50,2,12808,bottled beer,1.8,Beverages,3.6,2015-06
3571,2015-12-11,82,2,9569,pet care,5.8,Pet Care,11.6,2015-12
2852,2015-06-08,7,2,6915,citrus fruit,1.5,Fresh Food,3.0,2015-06
3638,2015-05-26,23,1,9822,pork,7.2,Fresh Food,7.2,2015-05
3635,2015-03-10,4,2,9811,other vegetables,0.8,Fresh Food,1.6,2015-03
2723,2015-05-07,56,3,6426,white wine,14.2,Beverages,42.599999999999994,2015-05
3495,2015-03-11,2,2,9263,whole milk,1.8,Dairy,3.6,2015-03
2813,2015-11-16,3,2,6783,pip fruit,3.0,Fresh Food,6.0,2015-11
2799,2015-09-02,35,3,6724,sugar,1.2,Bakery & Sweets,3.5999999999999996,2015-09
4723,2015-05-22,1,2,13966,tropical fruit,7.8,Fresh Food,15.6,2015-05
3313,2015-04-08,22,1,8620,root vegetables,1.8,Fresh Food,1.8,2015-04
4748,2015-12-15,38,1,14061,soda,0.8,Beverages,0.8,2015-12
2991,2015-02-16,2,1,7422,whole milk,1.8,Dairy,1.8,2015-02
1483,2015-04-01,1,3,1769,tropical fruit,7.8,Fresh Food,23.4,2015-04
3950,2015-10-01,83,2,11000,white bread,0.3,Bakery & Sweets,0.6,2015-10
1634,2015-01-16,20,1,2330,brown bread,0.8,Bakery & Sweets,0.8,2015-01
2694,2015-11-21,1,3,6313,tropical fruit,7.8,Fresh Food,23.4,2015-11
2707,2015-10-18,69,2,6369,domestic eggs,1.25,Fresh Food,2.5,2015-10
2813,2015-07-16,27,3,6781,coffee,8.5,Beverages,25.5,2015-07
2276,2015-01-11,38,1,4765,soda,0.8,Beverages,0.8,2015-01
4726,2015-02-06,2,1,13974,whole milk,1.8,Dairy,1.8,2015-02
4353,2015-05-25,50,1,12549,bottled beer,1.8,Beverages,1.8,2015-05
4017,2015-08-13,23,3,11228,pork,7.2,Fresh Food,21.6,2015-08
1422,2015-08-21,4,3,1537,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-08
2714,2015-03-15,18,1,6391,yogurt,2.2,Dairy,2.2,2015-03
2769,2015-07-21,43,3,6606,sparkling wine,12.5,Beverages,37.5,2015-07
4166,2015-04-30,17,1,11791,bottled water,0.5,Beverages,0.5,2015-04
3614,2015-03-02,7,1,9746,citrus fruit,1.5,Fresh Food,1.5,2015-03
4361,2015-09-05,21,2,12576,hamburger meat,12.3,Fresh Food,24.6,2015-09
1922,2015-09-22,13,3,3435,packaged fruit/vegetables,3.5,Fresh Food,10.5,2015-09
4728,2015-09-06,4,1,13984,other vegetables,0.8,Fresh Food,0.8,2015-09
3646,2015-08-08,38,1,9852,soda,0.8,Beverages,0.8,2015-08
1155,2015-08-10,2,3,573,whole milk,1.8,Dairy,5.4,2015-08
2119,2015-06-11,37,2,4175,herbs,6.5,Fresh Food,13.0,2015-06
1602,2015-08-29,7,2,2196,citrus fruit,1.5,Fresh Food,3.0,2015-08
1074,2015-06-24,28,1,267,misc. beverages,1.2,Beverages,1.2,2015-06
2256,2015-04-11,84,3,4683,female sanitary products,2.5,Personal Care,7.5,2015-04
1348,2015-09-17,38,2,1266,soda,0.8,Beverages,1.6,2015-09
3806,2015-08-28,1,3,10466,tropical fruit,7.8,Fresh Food,23.4,2015-08
1711,2015-06-06,38,3,2597,soda,0.8,Beverages,2.4000000000000004,2015-06
3959,2015-04-12,83,1,11033,white bread,0.3,Bakery & Sweets,0.3,2015-04
1590,2015-08-15,27,2,2152,coffee,8.5,Beverages,17.0,2015-08
1962,2015-06-08,1,1,3593,tropical fruit,7.8,Fresh Food,7.8,2015-06
1766,2015-01-21,23,2,2811,pork,7.2,Fresh Food,14.4,2015-01
2551,2015-10-21,7,2,5779,citrus fruit,1.5,Fresh Food,3.0,2015-10
2294,2015-09-23,9,2,4831,frankfurter,5.5,Fresh Food,11.0,2015-09
4531,2015-05-29,9,2,13209,frankfurter,5.5,Fresh Food,11.0,2015-05
2957,2015-04-12,9,2,7296,frankfurter,5.5,Fresh Food,11.0,2015-04
4415,2015-01-27,4,3,12775,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-01
1476,2015-08-26,18,1,1736,yogurt,2.2,Dairy,2.2,2015-08
3978,2015-07-23,19,3,11111,sausage,3.1,Fresh Food,9.3,2015-07
2062,2015-09-22,2,2,3967,whole milk,1.8,Dairy,3.6,2015-09
3252,2015-06-28,3,1,8393,pip fruit,3.0,Fresh Food,3.0,2015-06
3922,2015-06-24,2,2,10906,whole milk,1.8,Dairy,3.6,2015-06
1491,2015-10-17,22,1,1800,root vegetables,1.8,Fresh Food,1.8,2015-10
3526,2015-08-26,66,3,9396,onions,1.3,Fresh Food,3.9000000000000004,2015-08
4060,2015-12-11,53,1,11367,specialty chocolate,18.8,Bakery & Sweets,18.8,2015-12
1067,2015-04-08,21,1,247,hamburger meat,12.3,Fresh Food,12.3,2015-04
2840,2015-01-27,68,1,6871,photo/film,11.9,Household & Hygiene,11.9,2015-01
4484,2015-11-27,5,1,13017,rolls/buns,1.2,Bakery & Sweets,1.2,2015-11
2353,2015-02-07,25,1,5041,canned beer,1.1,Beverages,1.1,2015-02
3130,2015-02-18,25,2,7943,canned beer,1.1,Beverages,2.2,2015-02
4273,2015-06-14,4,1,12218,other vegetables,0.8,Fresh Food,0.8,2015-06
4565,2015-12-30,25,1,13330,canned beer,1.1,Beverages,1.1,2015-12
2504,2015-08-14,45,3,5584,curd,9.8,Dairy,29.400000000000002,2015-08
4127,2015-10-23,11,1,11633,butter,3.2,Dairy,3.2,2015-10
2690,2015-04-01,4,3,6292,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-04
4129,2015-09-22,2,2,11640,whole milk,1.8,Dairy,3.6,2015-09
4511,2015-06-29,8,1,13133,beef,19.5,Fresh Food,19.5,2015-06
1602,2015-08-04,19,3,2195,sausage,3.1,Fresh Food,9.3,2015-08
4369,2015-02-01,38,3,12609,soda,0.8,Beverages,2.4000000000000004,2015-02
1302,2015-09-29,12,2,1101,fruit/vegetable juice,2.1,Beverages,4.2,2015-09
3326,2015-04-30,5,1,8666,rolls/buns,1.2,Bakery & Sweets,1.2,2015-04
2066,2015-05-21,3,1,3986,pip fruit,3.0,Fresh Food,3.0,2015-05
3483,2015-01-15,75,3,9207,frozen vegetables,2.5,Frozen & Processed Food,7.5,2015-01
2840,2015-02-12,49,1,6872,beverages,1.1,Beverages,1.1,2015-02
1807,2015-05-18,21,3,2983,hamburger meat,12.3,Fresh Food,36.900000000000006,2015-05
2067,2015-08-12,22,1,3990,root vegetables,1.8,Fresh Food,1.8,2015-08
3783,2015-02-17,25,3,10384,canned beer,1.1,Beverages,3.3000000000000003,2015-02
2884,2015-01-04,75,1,7036,frozen vegetables,2.5,Frozen & Processed Food,2.5,2015-01
2908,2015-03-15,25,2,7109,canned beer,1.1,Beverages,2.2,2015-03
1330,2015-07-10,44,1,1199,newspapers,3.2,Specialty & Seasonal,3.2,2015-07
2293,2015-05-08,5,1,4820,rolls/buns,1.2,Bakery & Sweets,1.2,2015-05
3718,2015-05-20,21,2,10120,hamburger meat,12.3,Fresh Food,24.6,2015-05
4338,2015-01-25,3,1,12496,pip fruit,3.0,Fresh Food,3.0,2015-01
3486,2015-11-08,25,2,9228,canned beer,1.1,Beverages,2.2,2015-11
3635,2015-09-04,40,1,9814,grapes,9.4,Fresh Food,9.4,2015-09
2857,2015-02-18,22,3,6936,root vegetables,1.8,Fresh Food,5.4,2015-02
3684,2015-08-13,7,3,10005,citrus fruit,1.5,Fresh Food,4.5,2015-08
3120,2015-10-20,85,1,7911,cling film/bags,2.2,Household & Hygiene,2.2,2015-10
3872,2015-03-19,9,1,10716,frankfurter,5.5,Fresh Food,5.5,2015-03
2777,2015-04-07,2,1,6631,whole milk,1.8,Dairy,1.8,2015-04
2702,2015-05-27,23,3,6345,pork,7.2,Fresh Food,21.6,2015-05
4796,2015-06-29,10,1,14235,chicken,7.2,Fresh Food,7.2,2015-06
1564,2015-10-23,19,3,2050,sausage,3.1,Fresh Food,9.3,2015-10
2740,2015-07-02,15,2,6484,specialty bar,5.2,Bakery & Sweets,10.4,2015-07
1833,2015-04-13,74,3,3085,whipped/sour cream,5.5,Dairy,16.5,2015-04
1757,2015-12-23,22,3,2780,root vegetables,1.8,Fresh Food,5.4,2015-12
2975,2015-10-24,5,2,7362,rolls/buns,1.2,Bakery & Sweets,2.4,2015-10
4032,2015-08-10,4,3,11281,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-08
3979,2015-09-16,7,1,11113,citrus fruit,1.5,Fresh Food,1.5,2015-09
3772,2015-03-09,2,1,10338,whole milk,1.8,Dairy,1.8,2015-03
4523,2015-10-28,9,3,13169,frankfurter,5.5,Fresh Food,16.5,2015-10
4004,2015-04-19,27,1,11185,coffee,8.5,Beverages,8.5,2015-04
2936,2015-06-08,29,3,7209,ham,15.2,Fresh Food,45.599999999999994,2015-06
2394,2015-06-21,25,1,5193,canned beer,1.1,Beverages,1.1,2015-06
4616,2015-08-16,25,1,13519,canned beer,1.1,Beverages,1.1,2015-08
2362,2015-07-08,25,3,5080,canned beer,1.1,Beverages,3.3000000000000003,2015-07
3593,2015-11-03,3,1,9670,pip fruit,3.0,Fresh Food,3.0,2015-11
4389,2015-08-27,23,3,12682,pork,7.2,Fresh Food,21.6,2015-08
3206,2015-08-11,86,1,8224,soap,3.8,Household & Hygiene,3.8,2015-08
4601,2015-01-04,3,1,13468,pip fruit,3.0,Fresh Food,3.0,2015-01
4382,2015-11-13,8,2,12656,beef,19.5,Fresh Food,39.0,2015-11
2718,2015-06-08,19,2,6412,sausage,3.1,Fresh Food,6.2,2015-06
4691,2015-10-12,87,3,13828,frozen chicken,3.5,Frozen & Processed Food,10.5,2015-10
3735,2015-11-28,38,2,10183,soda,0.8,Beverages,1.6,2015-11
3900,2015-12-20,1,3,10812,tropical fruit,7.8,Fresh Food,23.4,2015-12
4959,2015-06-30,4,2,14838,other vegetables,0.8,Fresh Food,1.6,2015-06
1815,2015-08-30,8,1,3014,beef,19.5,Fresh Food,19.5,2015-08
2454,2015-04-08,57,3,5429,meat,8.5,Fresh Food,25.5,2015-04
4778,2015-01-15,57,3,14155,meat,8.5,Fresh Food,25.5,2015-01
2289,2015-11-04,17,1,4804,bottled water,0.5,Beverages,0.5,2015-11
1734,2015-07-13,5,3,2683,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-07
4019,2015-02-05,24,3,11241,pastry,3.1,Bakery & Sweets,9.3,2015-02
4605,2015-05-28,23,2,13478,pork,7.2,Fresh Food,14.4,2015-05
4864,2015-11-14,3,3,14505,pip fruit,3.0,Fresh Food,9.0,2015-11
4205,2015-02-22,8,1,11941,beef,19.5,Fresh Food,19.5,2015-02
1862,2015-08-03,8,2,3190,beef,19.5,Fresh Food,39.0,2015-08
1846,2015-07-19,5,2,3133,rolls/buns,1.2,Bakery & Sweets,2.4,2015-07
2019,2015-05-28,7,1,3799,citrus fruit,1.5,Fresh Food,1.5,2015-05
2042,2015-11-19,57,1,3886,meat,8.5,Fresh Food,8.5,2015-11
1768,2015-05-26,49,2,2823,beverages,1.1,Beverages,2.2,2015-05
3847,2015-03-26,8,3,10620,beef,19.5,Fresh Food,58.5,2015-03
3557,2015-07-20,29,2,9515,ham,15.2,Fresh Food,30.4,2015-07
3975,2015-02-27,21,1,11101,hamburger meat,12.3,Fresh Food,12.3,2015-02
4198,2015-03-18,8,2,11918,beef,19.5,Fresh Food,39.0,2015-03
2580,2015-09-04,8,1,5885,beef,19.5,Fresh Food,19.5,2015-09
3474,2015-08-25,22,2,9177,root vegetables,1.8,Fresh Food,3.6,2015-08
1678,2015-11-14,7,3,2487,citrus fruit,1.5,Fresh Food,4.5,2015-11
4254,2015-08-14,18,2,12132,yogurt,2.2,Dairy,4.4,2015-08
4704,2015-08-21,1,2,13887,tropical fruit,7.8,Fresh Food,15.6,2015-08
3343,2015-05-10,9,1,8718,frankfurter,5.5,Fresh Food,5.5,2015-05
3812,2015-06-24,8,1,10490,beef,19.5,Fresh Food,19.5,2015-06
3093,2015-03-13,71,1,7797,shopping bags,5.12,Household & Hygiene,5.12,2015-03
2170,2015-06-18,25,2,4366,canned beer,1.1,Beverages,2.2,2015-06
4867,2015-10-29,5,3,14517,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-10
3899,2015-03-23,4,1,10805,other vegetables,0.8,Fresh Food,0.8,2015-03
2941,2015-10-03,21,1,7232,hamburger meat,12.3,Fresh Food,12.3,2015-10
1958,2015-07-03,21,2,3576,hamburger meat,12.3,Fresh Food,24.6,2015-07
2760,2015-08-08,9,1,6571,frankfurter,5.5,Fresh Food,5.5,2015-08
4413,2015-08-03,50,3,12767,bottled beer,1.8,Beverages,5.4,2015-08
1737,2015-05-15,1,3,2695,tropical fruit,7.8,Fresh Food,23.4,2015-05
4202,2015-02-18,38,1,11933,soda,0.8,Beverages,0.8,2015-02
1065,2015-11-13,9,1,242,frankfurter,5.5,Fresh Food,5.5,2015-11
3819,2015-06-28,10,2,10519,chicken,7.2,Fresh Food,14.4,2015-06
2854,2015-02-08,27,3,6921,coffee,8.5,Beverages,25.5,2015-02
4387,2015-09-16,2,3,12673,whole milk,1.8,Dairy,5.4,2015-09
4530,2015-04-12,70,1,13204,margarine,3.5,Pantry Staples,3.5,2015-04
4191,2015-11-03,1,2,11887,tropical fruit,7.8,Fresh Food,15.6,2015-11
3102,2015-12-04,57,3,7837,meat,8.5,Fresh Food,25.5,2015-12
